,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.04,0.09,0.46,0.83,0.97,1.0,1.0,1.0,1.0
double_meanZ,0.04,0.08,0.47,0.84,0.97,1.0,1.0,1.0,1.0
noZ,0.03,0.1,0.5,0.87,0.97,1.0,1.0,1.0,1.0
