,0.0,0.015,0.03,0.045,0.06,0.075,0.09,0.10500000000000001,0.12,0.13499999999999998,0.15
cor_Z,0.13,0.19,0.27,0.32,0.55,0.67,0.74,0.84,0.95,0.99,0.96
noZ,0.13,0.19,0.27,0.32,0.55,0.67,0.74,0.84,0.95,0.99,0.96
XY_Z,0.13,0.19,0.27,0.33,0.55,0.67,0.74,0.84,0.95,0.99,0.96
XY_meanZ,0.13,0.19,0.27,0.32,0.55,0.67,0.74,0.84,0.95,0.99,0.96
XY_noZ,0.13,0.19,0.27,0.32,0.55,0.67,0.74,0.84,0.95,0.99,0.96
Char_Z,0.07,0.04,0.07,0.05,0.03,0.04,0.06,0.05,0.06,0.1,0.1
Char_meanZ,0.02,0.02,0.03,0.05,0.01,0.08,0.02,0.08,0.03,0.1,0.11
