,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.04,0.06,0.44,0.85,0.94,1.0,1.0,1.0,1.0
double_meanZ,0.04,0.07,0.4,0.84,0.96,1.0,1.0,1.0,1.0
noZ,0.06,0.18,0.61,0.89,0.96,1.0,1.0,1.0,1.0
