,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
double_Z,0.06,0.1,0.36,0.65,0.87,0.95,0.99,1.0,1.0,1.0,1.0
double_meanZ,0.02,0.1,0.36,0.63,0.87,0.95,0.99,1.0,1.0,1.0,1.0
noZ,0.07,0.16,0.4,0.63,0.87,0.95,0.99,1.0,1.0,1.0,1.0
