,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.09,0.16,0.51,0.79,0.99,1.0,1.0,1.0,1.0
double_meanZ,0.1,0.16,0.52,0.8,1.0,1.0,1.0,1.0,1.0
noZ,0.1,0.18,0.52,0.8,1.0,1.0,1.0,1.0,1.0
