,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.07,0.04,0.03,0.08,0.1,0.11,0.2,0.32,0.31
double_meanZ,0.06,0.03,0.04,0.08,0.1,0.11,0.21,0.31,0.32
noZ,0.0,0.17,0.48,0.82,0.97,1.0,1.0,1.0,1.0
