,2,5,10,16,25,50
cor_Z,0.04,0.04,0.04,0.06,0.06,0.07
noZ,0.36,0.06,0.04,0.05,0.03,0.07
XY_Z,0.03,0.04,0.04,0.06,0.06,0.07
XY_meanZ,0.22,0.08,0.06,0.03,0.04,0.05
XY_noZ,0.35,0.03,0.04,0.03,0.02,0.05
