,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.05,0.18,0.48,0.89,0.97,1.0,1.0,1.0,1.0
double_meanZ,0.53,0.13,0.47,0.83,0.96,1.0,1.0,1.0,1.0
noZ,0.0,0.14,0.52,0.84,0.96,1.0,1.0,1.0,1.0
