,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
double_Z,0.06,0.11,0.23,0.5,0.67,0.83,0.82,0.96,0.96,0.98,0.97
double_meanZ,0.03,0.11,0.23,0.5,0.67,0.83,0.81,0.96,0.96,0.98,0.97
noZ,0.02,0.09,0.26,0.47,0.64,0.8,0.82,0.9,0.93,0.96,0.97
