,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.03,0.1,0.45,0.85,0.98,1.0,1.0,1.0,1.0
double_meanZ,0.06,0.1,0.44,0.82,0.98,1.0,1.0,1.0,1.0
noZ,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
