,2,5,10,16,25,50
double_Z,1.0,0.96,1.0,0.99,0.95,0.88
double_meanZ,1.0,1.0,1.0,1.0,0.97,0.88
noZ,1.0,1.0,1.0,1.0,0.97,0.88
