,2,5,10,16,25,50
double_Z,0.17,0.09,0.07,0.05,0.04,0.08
double_meanZ,1.0,0.52,0.28,0.12,0.08,0.06
noZ,1.0,0.66,0.32,0.15,0.09,0.04
resid_Z,0.22,0.07,0.06,0.06,0.05,0.06
