,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
cor_Z,0.05,0.06,0.19,0.42,0.59,0.64,0.73,0.79,0.91,0.92,0.9
cor_meanZ,0.05,0.06,0.2,0.42,0.58,0.65,0.73,0.79,0.91,0.92,0.9
noZ,0.04,0.08,0.23,0.41,0.58,0.67,0.74,0.71,0.84,0.88,0.92
XY_Z,0.05,0.06,0.19,0.42,0.59,0.64,0.73,0.79,0.91,0.92,0.9
XY_meanZ,0.05,0.06,0.2,0.42,0.58,0.65,0.73,0.79,0.91,0.92,0.9
XY_noZ,0.04,0.16,0.39,0.64,0.89,0.96,0.99,1.0,1.0,1.0,1.0
