,0.0,0.015,0.03,0.045,0.06,0.075,0.09,0.10500000000000001,0.12,0.13499999999999998,0.15
cor_Z,0.05,0.03,0.07,0.21,0.26,0.36,0.44,0.59,0.72,0.92,0.93
noZ,0.05,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01
XY_Z,0.05,0.03,0.07,0.21,0.26,0.36,0.43,0.59,0.72,0.92,0.93
XY_meanZ,0.05,0.03,0.07,0.19,0.26,0.36,0.45,0.59,0.72,0.92,0.93
XY_noZ,0.05,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Char_Z,0.03,0.03,0.05,0.03,0.06,0.1,0.1,0.06,0.04,0.11,0.13
Char_meanZ,0.04,0.08,0.06,0.08,0.04,0.07,0.07,0.06,0.03,0.06,0.11
