,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.05,0.23,0.58,0.86,0.97,1.0,1.0,1.0,1.0
double_meanZ,0.05,0.25,0.57,0.87,0.97,1.0,1.0,1.0,1.0
noZ,0.06,0.27,0.58,0.87,0.97,1.0,1.0,1.0,1.0
