,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.06,0.18,0.51,0.86,0.96,1.0,1.0,1.0,1.0
double_meanZ,0.06,0.18,0.5,0.86,0.96,1.0,1.0,1.0,1.0
noZ,0.05,0.2,0.5,0.87,0.96,1.0,1.0,1.0,1.0
