,2,5,10,16,25,50
linear_x_z,0.05,0.04,0.05,0.01,0.05,0.0
linear_x_zmean,0.52,0.06,0.07,0.03,0.07,0.0
linear_x,0.52,0.06,0.07,0.03,0.07,0.0
linear_y_z,0.07,0.04,0.06,0.03,0.05,0.0
linear_y_zmean,0.52,0.06,0.07,0.03,0.07,0.0
linear_y,0.52,0.06,0.07,0.03,0.07,0.0
