,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.01,0.1,0.28,0.64,0.81,0.87,1.0,0.98,0.99
double_meanZ,0.01,0.1,0.27,0.65,0.8,0.87,0.98,0.98,0.99
noZ,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
