,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.25,0.01,0.0,0.0,0.06,0.1,0.22,0.23,0.35
double_meanZ,0.05,0.01,0.0,0.02,0.06,0.09,0.24,0.21,0.35
noZ,0.01,0.11,0.5,0.75,0.98,1.0,1.0,1.0,1.0
