,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.03,0.17,0.57,0.81,0.99,1.0,1.0,1.0,1.0
double_meanZ,0.05,0.16,0.57,0.81,0.99,1.0,1.0,1.0,1.0
noZ,0.07,0.18,0.59,0.82,0.99,1.0,1.0,1.0,1.0
