,2,5,10,16,25,50
double_Z,0.03,0.07,0.01,0.06,0.07,0.04
double_meanZ,0.25,0.06,0.08,0.07,0.05,0.09
noZ,0.36,0.13,0.14,0.11,0.08,0.1
