,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.01,0.14,0.53,0.83,0.99,0.99,1.0,1.0,1.0
double_meanZ,0.04,0.14,0.53,0.83,1.0,0.99,1.0,1.0,1.0
noZ,0.04,0.17,0.55,0.83,1.0,0.99,1.0,1.0,1.0
