,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.02,0.25,0.48,0.79,0.95,1.0,1.0,1.0,1.0
double_meanZ,0.03,0.24,0.47,0.79,0.95,1.0,1.0,1.0,1.0
noZ,0.07,0.29,0.48,0.79,0.95,1.0,1.0,1.0,1.0
