,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.08,0.05,0.3,0.66,0.94,1.0,1.0,1.0,1.0
double_meanZ,0.92,0.05,0.31,0.64,0.94,1.0,1.0,1.0,1.0
noZ,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
