,2,5,10,16,25,50
double_Z,0.05,0.05,0.07,0.07,0.06,0.04
double_meanZ,0.05,0.03,0.06,0.05,0.05,0.06
noZ,0.0,0.03,0.08,0.05,0.06,0.04
resid_Z,0.0,0.03,0.08,0.05,0.06,0.04
