,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.05,0.13,0.31,0.62,0.8,0.92,0.97,0.97,0.97
double_meanZ,0.05,0.13,0.31,0.62,0.8,0.92,0.97,0.97,0.97
noZ,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
