,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
cor_Z,0.05,0.23,0.64,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
noZ,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
XY_Z,0.05,0.23,0.64,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XY_meanZ,0.06,0.22,0.63,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0
XY_noZ,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char_Z,0.01,0.05,0.06,0.14,0.23,0.34,0.68,0.92,0.97,1.0,1.0
Char_meanZ,0.04,0.09,0.08,0.15,0.23,0.27,0.56,0.87,0.98,1.0,1.0
