,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.02,0.11,0.47,0.83,0.93,1.0,1.0,1.0,1.0
double_meanZ,0.54,0.1,0.43,0.78,0.93,1.0,1.0,1.0,1.0
noZ,0.0,0.14,0.45,0.79,0.93,1.0,1.0,1.0,1.0
