,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
double_Z,0.06,0.16,0.6,0.83,0.96,1.0,1.0,1.0,1.0
double_meanZ,0.02,0.17,0.6,0.84,0.97,1.0,1.0,1.0,1.0
noZ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
