,0.0,0.04,0.08,0.12000000000000002,0.16,0.2,0.24000000000000005,0.28,0.32,0.36,0.4
cor_Z,0.25,0.33,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
noZ,0.25,0.33,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XY_Z,0.26,0.33,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XY_meanZ,0.25,0.33,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XY_noZ,0.25,0.33,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char_Z,0.04,0.05,0.08,0.06,0.13,0.14,0.21,0.21,0.35,0.49,0.58
Char_meanZ,0.04,0.06,0.04,0.06,0.15,0.11,0.09,0.23,0.32,0.35,0.48
