,0.0,0.04,0.08,0.12000000000000002,0.16,0.2,0.24000000000000005,0.28,0.32,0.36,0.4
cor_Z,0.05,0.19,0.32,0.61,0.78,0.79,0.83,0.93,0.97,0.96,0.96
noZ,0.06,0.18,0.36,0.53,0.6,0.62,0.66,0.65,0.67,0.63,0.73
XY_Z,0.05,0.19,0.32,0.61,0.78,0.79,0.83,0.93,0.97,0.96,0.96
XY_meanZ,0.07,0.18,0.33,0.62,0.76,0.79,0.84,0.92,0.97,0.96,0.96
XY_noZ,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char_Z,0.17,0.07,0.07,0.08,0.07,0.09,0.17,0.18,0.32,0.4,0.62
Char_meanZ,0.3,0.1,0.06,0.09,0.08,0.15,0.14,0.18,0.21,0.36,0.51
